id,age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,label
8701,43,F,African-American,25 - 45,Low,Male,4,-26.0,1,1,1,1
8702,29,M,Caucasian,25 - 45,Medium,Male,12,0.0,6,1,1,1
8703,61,F,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0
8705,22,F,African-American,Less than 25,High,Female,4,0.0,9,1,1,1
8706,27,F,Caucasian,25 - 45,Low,Male,2,-1.0,4,1,1,1
8710,34,M,African-American,25 - 45,Low,Female,1,-21.0,2,0,0,0
8711,24,F,Other,Less than 25,Medium,Male,0,-1.0,6,0,0,0
8715,20,M,African-American,Less than 25,Medium,Female,0,-1.0,7,1,1,1
8716,30,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0
8717,43,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0
8719,51,F,Caucasian,Greater than 45,Low,Male,4,-1.0,1,1,1,1
8723,37,F,Hispanic,25 - 45,Medium,Male,9,-1.0,5,0,0,0
8724,42,F,African-American,25 - 45,High,Male,7,0.0,9,1,1,1
8726,29,F,Hispanic,25 - 45,Low,Female,1,-1.0,4,0,0,0
8728,24,M,Caucasian,Less than 25,Medium,Female,0,0.0,6,0,0,0
8729,36,F,Caucasian,25 - 45,Low,Male,12,-26.0,1,0,0,0
8731,39,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,1,1
8732,32,M,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,0
8735,38,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0
8737,27,F,African-American,25 - 45,Medium,Female,8,-23.0,6,1,0,0
8741,30,F,Caucasian,25 - 45,Medium,Female,0,-1.0,6,1,1,1
8742,43,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,1,1,1
8743,30,M,African-American,25 - 45,High,Male,8,-1.0,9,1,1,1
8745,26,M,Caucasian,25 - 45,Low,Female,1,-2.0,4,1,0,0
8746,37,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,0,0,0
8747,25,F,Caucasian,25 - 45,High,Male,5,-1.0,9,1,1,1
8748,65,F,Caucasian,Greater than 45,Low,Male,1,-1.0,3,1,1,1
8749,52,F,Other,Greater than 45,Medium,Male,0,-1.0,5,1,1,1
8752,29,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0,0
8754,32,F,Caucasian,25 - 45,Medium,Male,3,-1.0,5,0,0,0
8755,36,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,1,1,1
8756,21,F,African-American,Less than 25,High,Male,8,30.0,9,1,1,1
8757,21,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,0,0,0
8758,47,M,Caucasian,Greater than 45,Low,Male,13,0.0,4,1,1,1
8759,36,F,African-American,25 - 45,Low,Female,4,-13.0,2,0,0,0
8760,25,F,African-American,25 - 45,Medium,Female,6,24.0,7,1,1,1
8761,32,M,Caucasian,25 - 45,Low,Male,4,0.0,2,1,1,1
8762,43,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0,0
8764,27,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,0,0
8765,26,M,African-American,25 - 45,Low,Male,8,-1.0,4,1,1,1
8768,21,F,African-American,Less than 25,Low,Male,1,-22.0,3,0,0,0
8770,34,M,Asian,25 - 45,Low,Male,0,-1.0,2,0,0,0
8771,46,M,Hispanic,Greater than 45,Low,Male,1,-2.0,1,0,0,0
8773,40,M,African-American,25 - 45,Medium,Male,23,30.0,6,1,1,1
8774,38,M,Caucasian,25 - 45,Low,Male,3,0.0,3,0,0,0
8775,41,F,African-American,25 - 45,High,Male,7,-1.0,9,0,0,0
8776,25,F,Caucasian,25 - 45,High,Male,7,-1.0,10,1,1,1
8777,21,F,Caucasian,Less than 25,Low,Male,1,-11.0,4,0,0,0
8778,74,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0
8781,41,M,Caucasian,25 - 45,Low,Male,5,-1.0,4,1,1,1
8785,27,M,Hispanic,25 - 45,Low,Female,0,0.0,3,0,0,0
8786,30,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,0
8787,33,F,Caucasian,25 - 45,Medium,Female,3,-2.0,6,1,1,1
8789,24,M,Caucasian,Less than 25,Low,Male,2,0.0,2,0,0,0
8790,52,F,Asian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
8791,29,M,Caucasian,25 - 45,Medium,Female,0,-1.0,6,0,0,0
8792,42,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,1,1,1
8794,30,F,Caucasian,25 - 45,Low,Female,1,0.0,2,0,0,0
8797,33,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0
8798,38,F,Hispanic,25 - 45,Low,Male,1,-1.0,1,0,0,0
8799,21,F,African-American,Less than 25,Medium,Male,2,-1.0,6,1,1,1
8800,41,M,Caucasian,25 - 45,Low,Female,9,2.0,4,1,1,1
8802,28,M,African-American,25 - 45,High,Female,5,-1.0,8,0,0,0
8805,52,F,African-American,Greater than 45,Low,Female,3,0.0,1,0,0,0
8807,21,F,Hispanic,Less than 25,High,Male,1,-25.0,8,0,0,0
8809,22,F,Hispanic,Less than 25,Medium,Female,1,-1.0,5,1,0,0
8812,32,F,Hispanic,25 - 45,Low,Male,3,0.0,3,0,0,0
8813,25,F,African-American,25 - 45,Low,Male,0,0.0,2,1,1,1
8814,27,M,African-American,25 - 45,Low,Female,0,-1.0,3,1,0,0
8816,35,F,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0,0
8818,40,M,African-American,25 - 45,Low,Male,2,-1.0,3,1,0,0
8819,29,F,Other,25 - 45,Low,Female,0,-1.0,3,0,0,0
8820,24,M,African-American,Less than 25,High,Male,2,-1.0,9,1,1,1
8821,24,F,African-American,Less than 25,High,Male,10,0.0,10,1,1,1
8823,36,F,Hispanic,25 - 45,High,Male,26,-1.0,10,1,1,1
8827,26,F,Hispanic,25 - 45,Low,Male,5,-1.0,3,0,0,0
8828,50,F,Caucasian,Greater than 45,Low,Male,1,0.0,2,0,0,0
8830,21,F,African-American,Less than 25,Medium,Male,1,-1.0,7,1,1,1
8831,51,M,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,0,0
8832,24,F,African-American,Less than 25,Medium,Male,2,-1.0,5,1,1,1
8835,29,M,African-American,25 - 45,Low,Male,3,-1.0,1,0,0,0
8838,25,M,Caucasian,25 - 45,Low,Female,0,0.0,4,0,0,0
8841,38,F,African-American,25 - 45,Low,Male,0,-1.0,3,1,1,1
8842,46,F,Caucasian,Greater than 45,Low,Male,1,-1.0,3,0,0,0
8843,33,M,African-American,25 - 45,Medium,Male,9,-28.0,7,1,1,1
8844,31,F,Hispanic,25 - 45,Medium,Male,19,-1.0,7,1,1,1
8845,21,M,Other,Less than 25,Low,Male,0,-1.0,4,0,0,0
8846,60,M,Other,Greater than 45,Low,Male,1,-1.0,1,1,1,1
8847,39,F,African-American,25 - 45,Medium,Female,3,-1.0,5,1,1,1
8854,35,F,African-American,25 - 45,Low,Male,4,-1.0,4,0,0,0
8855,49,F,Caucasian,Greater than 45,Low,Male,12,-1.0,2,1,1,1
8856,26,M,Other,25 - 45,Low,Male,1,-1.0,4,0,0,0
8857,27,M,Caucasian,25 - 45,Medium,Male,0,0.0,5,0,0,0
8858,22,F,African-American,Less than 25,Medium,Male,2,-1.0,6,0,0,0
8859,29,F,African-American,25 - 45,Low,Female,0,-1.0,4,1,1,1
8861,31,M,African-American,25 - 45,High,Male,0,-1.0,9,0,0,0
8863,31,F,Hispanic,25 - 45,Medium,Male,5,0.0,6,1,1,1
8864,29,F,Hispanic,25 - 45,Low,Female,0,0.0,3,0,0,0
8865,65,F,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0
8866,34,M,Hispanic,25 - 45,Low,Female,1,-5.0,3,0,0,0
8867,24,F,Caucasian,Less than 25,High,Male,6,0.0,10,0,0,0
8869,46,M,African-American,Greater than 45,Low,Male,0,0.0,2,0,0,0
8871,20,F,African-American,Less than 25,Low,Male,0,0.0,4,1,1,1
8873,29,F,African-American,25 - 45,High,Male,16,-1.0,10,1,1,1
8876,29,F,African-American,25 - 45,Low,Male,7,0.0,3,1,0,0
8877,56,F,Caucasian,Greater than 45,Low,Female,3,-1.0,1,0,0,0
8879,21,F,African-American,Less than 25,Low,Male,0,0.0,4,0,0,0
8881,40,F,African-American,25 - 45,High,Male,0,0.0,10,1,1,1
8882,22,M,African-American,Less than 25,High,Male,2,-1.0,9,1,1,1
8884,39,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
8885,22,F,African-American,Less than 25,High,Male,1,0.0,8,1,1,1
8887,27,F,Other,25 - 45,Medium,Female,5,-2.0,6,1,1,1
8889,36,F,Caucasian,25 - 45,Low,Male,1,0.0,2,0,0,0
8890,30,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0
8893,36,M,African-American,25 - 45,Medium,Male,0,-1.0,6,0,0,0
8897,32,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0
8899,34,F,African-American,25 - 45,High,Female,5,-1.0,9,1,1,1
8902,23,M,Other,Less than 25,Low,Male,0,-1.0,3,1,0,0
8905,52,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
8906,20,F,Caucasian,Less than 25,High,Male,1,-1.0,10,1,1,1
8908,38,M,African-American,25 - 45,Low,Male,5,-1.0,4,0,0,0
8909,46,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0
8910,27,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,1,1
8914,20,F,African-American,Less than 25,Low,Male,2,-17.0,3,1,1,1
8918,29,F,Caucasian,25 - 45,Low,Female,1,-6.0,2,1,1,1
8920,35,F,African-American,25 - 45,Low,Female,7,-1.0,2,1,1,1
8921,37,M,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,1,1
8922,63,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
8924,27,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,1,1
8925,27,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0
8926,24,M,African-American,Less than 25,Medium,Male,2,0.0,6,1,1,1
8929,30,F,Hispanic,25 - 45,Low,Male,1,0.0,2,1,1,1
8933,25,F,Caucasian,25 - 45,High,Male,4,0.0,10,1,1,1
8936,27,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0
8938,48,M,African-American,Greater than 45,Medium,Female,0,-1.0,5,0,0,0
8939,26,M,African-American,25 - 45,Low,Female,1,-23.0,4,0,0,0
8940,58,F,Other,Greater than 45,Low,Male,0,0.0,1,0,0,0
8941,23,F,Caucasian,Less than 25,Medium,Male,1,-20.0,5,1,1,1
8942,22,M,Caucasian,Less than 25,Low,Male,3,0.0,4,1,1,1
8944,41,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0
8945,21,F,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0,0
8948,26,M,Other,25 - 45,Low,Male,0,-1.0,2,0,0,0
8949,39,M,African-American,25 - 45,Medium,Female,3,-1.0,6,0,0,0
8954,46,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
8959,33,F,Other,25 - 45,High,Male,7,-1.0,8,1,1,1
8960,36,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,1,1
8961,20,F,Native American,Less than 25,High,Male,1,-5.0,9,1,1,1
8962,32,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0
8964,38,M,African-American,25 - 45,Low,Male,17,-1.0,4,1,1,1
8967,64,M,Hispanic,Greater than 45,Low,Male,1,-2.0,1,0,0,0
8969,22,F,African-American,Less than 25,Medium,Male,1,-1.0,5,1,1,1
8970,69,M,Caucasian,Greater than 45,Low,Male,0,-7.0,1,1,1,1
8971,26,F,African-American,25 - 45,Low,Male,2,-23.0,4,0,0,0
8972,27,M,African-American,25 - 45,Medium,Female,1,-1.0,6,1,1,1
8974,22,F,African-American,Less than 25,High,Male,2,-1.0,8,1,0,0
8976,43,F,Caucasian,25 - 45,Low,Female,0,0.0,1,0,0,0
8983,55,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0
8984,34,M,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0,0
8988,20,F,African-American,Less than 25,Low,Male,1,-1.0,2,0,0,0
8989,22,M,African-American,Less than 25,Medium,Male,1,-1.0,7,1,1,1
8992,33,F,Caucasian,25 - 45,High,Male,9,-1.0,9,1,1,1
8995,55,F,Caucasian,Greater than 45,High,Male,7,0.0,8,0,0,0
8996,22,F,African-American,Less than 25,Medium,Male,1,-1.0,6,0,0,0
8997,55,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,0
8998,43,F,Caucasian,25 - 45,Low,Female,0,-2.0,1,1,1,1
8999,21,F,African-American,Less than 25,High,Male,0,-1.0,10,1,1,1
9004,23,F,African-American,Less than 25,Low,Male,0,-1.0,2,0,0,0
9005,28,M,Caucasian,25 - 45,Medium,Female,1,-2.0,5,0,0,0
9008,45,F,Other,Greater than 45,Low,Male,0,0.0,1,0,0,0
9010,39,F,African-American,25 - 45,Low,Male,1,-1.0,1,1,0,0
9012,79,M,Caucasian,Greater than 45,Low,Male,1,-22.0,1,0,0,0
9013,48,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0
9017,20,F,Hispanic,Less than 25,High,Male,2,-1.0,8,1,1,1
9018,31,M,African-American,25 - 45,High,Male,5,-1.0,8,0,0,0
9020,30,M,Caucasian,25 - 45,Medium,Male,4,-3.0,5,1,1,1
9022,32,F,African-American,25 - 45,Low,Male,5,-1.0,4,1,1,1
9023,56,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0
9028,43,M,African-American,25 - 45,Low,Male,2,-1.0,1,0,0,0
9030,20,F,Hispanic,Less than 25,Low,Male,0,-1.0,3,0,0,0
9031,27,F,African-American,25 - 45,Medium,Male,21,0.0,7,1,1,1
9032,41,M,African-American,25 - 45,Medium,Male,0,-4.0,6,0,0,0
9033,24,F,Other,Less than 25,Low,Male,1,-1.0,3,0,0,0
9034,43,M,African-American,25 - 45,Low,Male,3,-4.0,1,1,1,1
9038,33,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,0
9039,22,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0
9040,34,F,African-American,25 - 45,Low,Male,3,-1.0,1,0,0,0
9041,36,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0
9042,69,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,0,0
9043,32,F,Caucasian,25 - 45,Medium,Male,5,-1.0,5,1,1,1
9044,22,F,African-American,Less than 25,Medium,Male,1,0.0,7,1,1,1
9045,46,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,0,0
9046,34,M,Caucasian,25 - 45,Medium,Male,1,-14.0,5,0,0,0
9047,32,M,Hispanic,25 - 45,Low,Female,0,0.0,1,0,0,0
9049,39,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0
9054,25,M,African-American,25 - 45,Medium,Male,6,-1.0,7,1,1,1
9055,21,M,Hispanic,Less than 25,Low,Female,0,-1.0,4,1,1,1
9056,63,F,African-American,Greater than 45,Medium,Male,9,0.0,6,1,1,1
9058,24,F,Caucasian,Less than 25,Low,Male,8,-1.0,4,1,1,1
9060,29,M,Caucasian,25 - 45,Medium,Male,2,-2.0,5,1,0,0
9061,20,F,African-American,Less than 25,High,Male,3,0.0,8,1,1,1
9062,40,M,Caucasian,25 - 45,Medium,Female,0,-1.0,5,0,0,0
9064,30,F,African-American,25 - 45,High,Male,7,0.0,8,1,1,1
9070,50,F,Caucasian,Greater than 45,Medium,Male,5,-8.0,7,1,0,0
9072,37,M,African-American,25 - 45,Medium,Male,4,-1.0,7,1,1,1
9074,34,F,African-American,25 - 45,Medium,Male,1,0.0,7,0,0,0
9075,35,F,Hispanic,25 - 45,Low,Female,0,-1.0,2,0,0,0
9076,31,M,African-American,25 - 45,Low,Female,1,-1.0,2,1,1,1
9077,23,F,Caucasian,Less than 25,Medium,Male,10,-1.0,7,1,0,0
9079,22,F,Hispanic,Less than 25,Low,Male,0,-1.0,4,1,1,1
9080,37,F,Caucasian,25 - 45,Low,Male,2,-1.0,1,1,1,1
9081,20,F,Other,Less than 25,Low,Male,0,-2.0,4,0,0,0
9085,26,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,0,0,0
9086,34,F,African-American,25 - 45,High,Male,12,-1.0,9,1,1,1
9087,59,M,Caucasian,Greater than 45,Low,Male,2,-15.0,1,1,1,1
9089,37,M,Caucasian,25 - 45,Low,Male,2,-12.0,2,0,0,0
9091,38,F,Other,25 - 45,Low,Male,0,-1.0,1,1,1,1
9092,45,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,1,1,1
9093,22,F,African-American,Less than 25,High,Male,1,-1.0,8,0,0,0
9094,24,F,African-American,Less than 25,High,Male,3,26.0,8,1,1,1
9096,25,F,African-American,25 - 45,Medium,Male,5,-1.0,5,0,0,0
9097,24,F,African-American,Less than 25,Medium,Male,6,-1.0,6,1,1,1
9102,20,M,African-American,Less than 25,Low,Male,1,-1.0,4,1,1,1
9106,32,F,Caucasian,25 - 45,Low,Female,2,-1.0,2,1,1,1
9110,49,F,African-American,Greater than 45,High,Male,3,-1.0,8,1,1,1
9112,31,F,Caucasian,25 - 45,Medium,Male,11,-1.0,7,1,1,1
9115,58,F,Caucasian,Greater than 45,Medium,Male,7,-1.0,7,1,1,1
9116,50,M,Hispanic,Greater than 45,Low,Male,2,0.0,1,0,0,0
9119,26,F,African-American,25 - 45,Medium,Male,11,-1.0,7,1,1,1
9120,20,F,African-American,Less than 25,Medium,Male,1,-20.0,6,0,0,0
9125,51,M,Caucasian,Greater than 45,Low,Male,1,-1.0,2,1,1,1
9126,30,M,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0
9127,39,M,Other,25 - 45,Low,Male,0,-1.0,1,1,0,0
9129,26,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,0,0
9131,20,M,Other,Less than 25,Medium,Male,0,-1.0,5,0,0,0
9133,26,F,Caucasian,25 - 45,Medium,Female,0,-4.0,5,0,0,0
9136,26,F,African-American,25 - 45,Low,Male,5,-1.0,4,0,0,0
9143,20,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,0,0
9144,28,F,African-American,25 - 45,Low,Male,0,0.0,3,1,1,1
9145,23,M,African-American,Less than 25,Low,Male,1,-1.0,2,1,1,1
9146,21,M,African-American,Less than 25,Medium,Female,0,-4.0,5,0,0,0
9147,25,F,Other,25 - 45,High,Male,0,-1.0,9,1,1,1
9148,30,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0
9150,21,F,Caucasian,Less than 25,High,Male,2,-3.0,9,1,1,1
9155,20,F,Caucasian,Less than 25,Medium,Male,1,13.0,7,1,1,1
9156,24,F,Caucasian,Less than 25,Medium,Male,5,16.0,6,1,1,1
9157,35,F,African-American,25 - 45,High,Male,22,0.0,10,1,1,1
9158,27,F,Other,25 - 45,Low,Female,0,-1.0,3,1,1,1
9159,50,F,Caucasian,Greater than 45,Low,Male,2,-1.0,2,1,1,1
9160,25,M,African-American,25 - 45,High,Male,5,-1.0,9,0,0,0
9163,31,M,African-American,25 - 45,High,Male,12,-1.0,8,1,1,1
9165,26,F,African-American,25 - 45,High,Male,0,-1.0,9,0,0,0
9166,22,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0,0
9167,29,F,African-American,25 - 45,Low,Male,0,0.0,3,0,0,0
9169,33,F,Other,25 - 45,Low,Male,2,0.0,1,1,1,1
9170,52,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0
9171,37,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,1,1,1
9172,21,F,African-American,Less than 25,Medium,Male,0,-1.0,7,1,0,0
9173,21,F,Caucasian,Less than 25,High,Male,1,0.0,8,0,0,0
9174,20,F,Caucasian,Less than 25,High,Female,0,0.0,8,1,1,1
9175,43,M,Hispanic,25 - 45,Low,Male,1,-1.0,1,1,1,1
9176,30,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,1,1
9178,33,M,African-American,25 - 45,Low,Female,3,0.0,4,1,1,1
9180,24,F,African-American,Less than 25,Medium,Male,3,0.0,7,0,0,0
9181,52,M,Hispanic,Greater than 45,Low,Female,0,-1.0,1,1,1,1
9182,30,F,African-American,25 - 45,Medium,Female,11,0.0,7,1,1,1
9183,30,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0
9185,47,F,African-American,Greater than 45,Low,Male,13,0.0,2,1,1,1
9186,41,M,African-American,25 - 45,High,Male,9,-1.0,9,0,0,0
9187,21,F,Hispanic,Less than 25,High,Male,4,-1.0,10,1,1,1
9189,48,F,Caucasian,Greater than 45,Low,Male,6,-26.0,2,0,0,0
9191,52,F,African-American,Greater than 45,High,Male,2,-1.0,9,1,1,1
9192,34,M,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,0
9196,35,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,1,1,1
9197,25,F,Other,25 - 45,Low,Male,1,-1.0,4,1,1,1
9201,24,F,African-American,Less than 25,Low,Male,1,-1.0,2,1,1,1
9207,25,M,African-American,25 - 45,Low,Male,1,0.0,2,0,0,0
9208,34,F,African-American,25 - 45,High,Male,20,-1.0,9,1,1,1
9209,25,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,1,1
9210,24,F,Hispanic,Less than 25,Medium,Male,4,-1.0,6,1,1,1
9212,56,F,Caucasian,Greater than 45,Low,Male,6,-1.0,1,0,0,0
9214,23,F,African-American,Less than 25,Low,Male,0,0.0,4,0,0,0
9215,21,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0,0
9216,66,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
9219,28,M,African-American,25 - 45,Medium,Male,7,-1.0,7,0,0,0
9220,29,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0
9221,22,F,Caucasian,Less than 25,Medium,Male,3,0.0,7,1,1,1
9224,39,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
9225,33,M,African-American,25 - 45,High,Male,9,-1.0,8,1,1,1
9226,29,F,Caucasian,25 - 45,Low,Male,2,-1.0,1,1,1,1
9227,31,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0
9229,22,M,African-American,Less than 25,High,Male,0,-1.0,8,0,0,0
9230,22,M,Caucasian,Less than 25,Medium,Female,0,-1.0,5,0,0,0
9231,35,F,Caucasian,25 - 45,Low,Male,3,0.0,4,0,0,0
9232,29,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,1,1,1
9235,56,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,1,0,0
9238,34,F,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0
9239,23,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,1,1
9240,27,F,African-American,25 - 45,Medium,Male,1,0.0,5,1,1,1
9241,43,F,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,0
9242,38,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
9243,39,F,Caucasian,25 - 45,Low,Male,3,-1.0,3,0,0,0
9244,24,F,African-American,Less than 25,Low,Male,1,-1.0,3,1,1,1
9245,26,M,African-American,25 - 45,Low,Male,2,0.0,3,0,0,0
9246,55,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0
9247,35,F,African-American,25 - 45,Medium,Male,1,-1.0,6,1,1,1
9248,61,F,African-American,Greater than 45,Medium,Male,25,-1.0,7,0,0,0
9249,33,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0
9253,40,F,Caucasian,25 - 45,Medium,Male,4,0.0,7,0,0,0
9254,33,F,African-American,25 - 45,Low,Male,3,0.0,2,0,0,0
9255,26,F,Caucasian,25 - 45,Medium,Male,0,-1.0,6,1,1,1
9256,32,F,Caucasian,25 - 45,High,Male,15,0.0,9,1,1,1
9257,28,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0
9258,45,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
9259,30,F,Caucasian,25 - 45,High,Male,0,-1.0,9,1,1,1
9260,57,F,Caucasian,Greater than 45,Low,Female,4,-1.0,2,0,0,0
9261,26,F,African-American,25 - 45,Medium,Male,3,-1.0,7,1,1,1
9262,35,F,African-American,25 - 45,High,Male,1,-1.0,8,0,0,0
9264,54,F,Hispanic,Greater than 45,Low,Male,0,0.0,1,0,0,0
9266,29,F,African-American,25 - 45,Medium,Female,0,-1.0,5,0,0,0
9267,40,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0
9268,28,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,1,1
9269,25,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0,0
9270,44,M,African-American,25 - 45,Medium,Male,3,-1.0,6,0,0,0
9273,23,F,Caucasian,Less than 25,Low,Male,4,-1.0,4,1,1,1
9275,29,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0
9276,56,M,Caucasian,Greater than 45,Low,Male,0,-4.0,1,0,0,0
9277,27,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,0
9279,29,M,Caucasian,25 - 45,Medium,Female,0,-1.0,7,0,0,0
9280,34,M,Caucasian,25 - 45,Low,Female,4,-1.0,4,0,0,0
9282,22,F,African-American,Less than 25,Medium,Female,0,0.0,7,0,0,0
9283,40,F,Caucasian,25 - 45,Low,Male,5,7.0,1,1,1,1
9284,31,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
9285,47,F,African-American,Greater than 45,Low,Male,3,-1.0,2,0,0,0
9287,24,F,African-American,Less than 25,Medium,Male,8,-1.0,7,1,1,1
9292,39,F,African-American,25 - 45,High,Male,4,-1.0,9,0,0,0
9293,29,F,African-American,25 - 45,Medium,Male,10,0.0,6,1,1,1
9295,30,F,Hispanic,25 - 45,Low,Male,2,-1.0,2,0,0,0
9296,26,F,African-American,25 - 45,High,Female,4,-1.0,9,1,1,1
9297,61,M,African-American,Greater than 45,High,Male,2,0.0,8,0,0,0
9298,37,M,Hispanic,25 - 45,Low,Male,3,0.0,4,0,0,0
9299,38,F,Other,25 - 45,Low,Male,1,-1.0,1,1,1,1
9303,30,M,African-American,25 - 45,High,Male,0,-1.0,9,0,0,0
9306,20,M,African-American,Less than 25,Medium,Male,0,-1.0,5,1,1,1
9307,56,F,African-American,Greater than 45,High,Male,22,-1.0,9,1,1,1
9308,50,F,Caucasian,Greater than 45,Low,Female,3,0.0,3,1,1,1
9309,47,F,Other,Greater than 45,Low,Male,0,-1.0,1,0,0,0
9318,30,F,African-American,25 - 45,Medium,Male,10,18.0,6,1,1,1
9320,59,M,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,0
9322,20,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1,1
9323,23,M,Caucasian,Less than 25,High,Male,4,-1.0,9,1,1,1
9324,28,F,Caucasian,25 - 45,Medium,Female,2,-3.0,6,1,1,1
9325,50,F,Hispanic,Greater than 45,High,Male,3,-1.0,9,1,1,1
9326,35,M,Caucasian,25 - 45,Medium,Male,3,0.0,5,1,1,1
9327,22,F,African-American,Less than 25,High,Male,1,0.0,9,1,1,1
9328,41,F,Hispanic,25 - 45,Low,Female,0,-1.0,1,0,0,0
9332,22,F,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0,0
9335,61,F,African-American,Greater than 45,Low,Male,8,-22.0,2,1,1,1
9336,26,F,African-American,25 - 45,Low,Male,5,-1.0,4,0,0,0
